"","publisher","date","type","XY","wqual","qual","freq"
"1240","De Volkskrant","5-2-2021","REA","?realityUD?_geZorg",-2,-1,2
"1241","De Volkskrant","5-2-2021","SF","?realitySF?_D66",0,0,4
"1242","De Volkskrant","5-2-2021","SF","?realitySF?_VVD",0,0,2
"1243","De Volkskrant","5-3-2021","IP","party_geZorg",2,1,2
"1244","De Volkskrant","5-3-2021","IP","party_klimaatMilieu",-1,-1,1
"1245","De Volkskrant","5-3-2021","REA","?realityUD?_begrotingssaldo",-1,-1,1
"1246","De Volkskrant","5-3-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"1247","De Volkskrant","5-3-2021","REA","?realityUD?_klimaatMilieu",1,0.2,5
"1248","De Volkskrant","5-3-2021","REA","?realityUD?_ondernemingsklimaat",-2,-1,2
"1249","De Volkskrant","5-3-2021","SF","?realitySF?_D66",1,1,1
"1250","De Volkskrant","6-2-2021","IP","party_OenW",2,1,2
"1251","De Volkskrant","6-2-2021","IP","party_SocZek",-2,-1,2
"1252","De Volkskrant","6-2-2021","IP","party_coronabestrijding",0,0,4
"1253","De Volkskrant","6-2-2021","IP","party_klimaatMilieu",-2,-1,2
"1254","De Volkskrant","6-2-2021","MP","media_VVD",-2,-0.333333333333333,6
"1255","De Volkskrant","6-2-2021","REA","?realityUD?_OenW",0,0,4
"1256","De Volkskrant","6-2-2021","REA","?realityUD?_bestVernieuw",0,0,2
"1257","De Volkskrant","6-2-2021","REA","?realityUD?_coronabestrijding",6,0.6,10
"1258","De Volkskrant","6-2-2021","REA","?realityUD?_geZorg",-2,-1,2
"1259","De Volkskrant","6-2-2021","REA","?realityUD?_ondernemingsklimaat",0,0,2
"1260","De Volkskrant","6-2-2021","REA","?realityUD?_woning",-2,-1,2
"1261","De Volkskrant","6-2-2021","SF","?realitySF?_BIJ1",4,1,4
"1262","De Volkskrant","6-2-2021","SF","?realitySF?_CDA",-4,-1,4
"1263","De Volkskrant","6-2-2021","SF","?realitySF?_CodeOranje",2,1,2
"1264","De Volkskrant","6-2-2021","SF","?realitySF?_FvD",2,1,2
"1265","De Volkskrant","6-2-2021","SF","?realitySF?_GroenLinks",2,0.5,4
"1266","De Volkskrant","6-2-2021","SF","?realitySF?_JA21",4,1,4
"1267","De Volkskrant","6-2-2021","SF","?realitySF?_PvdA",2,0.333333333333333,6
"1268","De Volkskrant","6-2-2021","SF","?realitySF?_PvdD",2,1,2
"1269","De Volkskrant","6-2-2021","SF","?realitySF?_VOLT",2,1,2
"1270","De Volkskrant","6-2-2021","SF","?realitySF?_VVD",0,0,2
"1271","De Volkskrant","6-3-2021","IP","party_SocZek",-2,-1,2
"1272","De Volkskrant","6-3-2021","IP","party_belastHeffing",3,1,3
"1273","De Volkskrant","6-3-2021","IP","party_vrijheidsrechten",6,1,6
"1274","De Volkskrant","6-3-2021","MP","media_CDA",-2,-1,2
"1275","De Volkskrant","6-3-2021","MP","media_D66",1,1,1
"1276","De Volkskrant","6-3-2021","MP","media_GroenLinks",-1,-1,1
"1277","De Volkskrant","6-3-2021","REA","?realityUD?_campagne",0,0,2
"1278","De Volkskrant","6-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-0.333333333333333,3
"1279","De Volkskrant","6-3-2021","SF","?realitySF?_CDA",-1,-0.5,2
"1280","De Volkskrant","6-3-2021","SF","?realitySF?_D66",0,0,2
"1281","De Volkskrant","6-3-2021","SF","?realitySF?_FvD",1,1,1
"1282","De Volkskrant","6-3-2021","SF","?realitySF?_GroenLinks",0,0,2
"1283","De Volkskrant","6-3-2021","SF","?realitySF?_PVV",1,0.5,2
"1284","De Volkskrant","6-3-2021","SF","?realitySF?_PvdA",-1,-1,1
"1285","De Volkskrant","6-3-2021","SF","?realitySF?_VVD",2,1,2
"1286","De Volkskrant","6-3-2021","SP","society_D66",-1,-1,1
"1287","De Volkskrant","6-3-2021","SP","society_FvD",1,1,1
"1288","De Volkskrant","6-3-2021","SP","society_PVV",1,1,1
"1289","De Volkskrant","6-3-2021","SP","society_PvdA",1,0.333333333333333,3
"1290","De Volkskrant","6-3-2021","SP","society_VVD",-1,-1,1
"1291","De Volkskrant","8-2-2021","MP","media_VVD",-2,-1,2
"1292","De Volkskrant","8-2-2021","SF","?realitySF?_CDA",2,0.25,8
"1293","De Volkskrant","8-2-2021","SF","?realitySF?_FvD",0,0,2
"1294","De Volkskrant","8-2-2021","SF","?realitySF?_PVV",0,0,4
"1295","De Volkskrant","8-2-2021","SF","?realitySF?_VVD",2,0.333333333333333,6
"1296","De Volkskrant","8-3-2021","IP","party_SocZek",2,1,2
"1297","De Volkskrant","8-3-2021","IP","party_coronabestrijding",0,0,1
"1298","De Volkskrant","8-3-2021","IP","party_geZorg",1,1,1
"1299","De Volkskrant","8-3-2021","IP","party_infrastructuur",1,1,1
"1300","De Volkskrant","8-3-2021","IP","party_integratie",-1,-1,1
"1301","De Volkskrant","8-3-2021","IP","party_klimaatMilieu",0,0,2
"1302","De Volkskrant","8-3-2021","MP","media_FvD",-1,-1,1
"1303","De Volkskrant","8-3-2021","MP","media_GroenLinks",-1,-1,1
"1304","De Volkskrant","8-3-2021","MP","media_PVV",1,1,1
"1305","De Volkskrant","8-3-2021","MP","media_PvdA",1,1,1
"1306","De Volkskrant","8-3-2021","SF","?realitySF?_CodeOranje",0,0,2
"1307","De Volkskrant","8-3-2021","SF","?realitySF?_VVD",1,1,1
"1308","De Volkskrant","8-3-2021","SP","society_CDA",-2,-1,2
"1309","De Volkskrant","8-3-2021","SP","society_VVD",-1,-1,1
"1310","De Volkskrant","9-2-2021","IP","party_coronabestrijding",0,0,6
"1311","De Volkskrant","9-2-2021","IP","party_klimaatMilieu",2,1,2
"1312","De Volkskrant","9-2-2021","IP","party_ondernemingsklimaat",0,0,2
"1313","De Volkskrant","9-2-2021","REA","?realityUD?_campagne",2,1,2
"1314","De Volkskrant","9-2-2021","REA","?realityUD?_coronaverspreiding",0,0,2
"1315","De Volkskrant","9-2-2021","REA","?realityUD?_infrastructuur",0,0,2
"1316","De Volkskrant","9-2-2021","SF","?realitySF?_PvdD",0,0,4
"1317","De Volkskrant","9-2-2021","SF","?realitySF?_VVD",-2,-1,2
"1318","De Volkskrant","9-3-2021","IP","party_coronabestrijding",2,0.666666666666667,3
"1319","De Volkskrant","9-3-2021","IP","party_klimaatMilieu",-1,-1,1
"1320","De Volkskrant","9-3-2021","IP","party_normenWaarden",1,1,1
"1321","De Volkskrant","9-3-2021","IP","party_vrijheidsrechten",1,1,1
"1322","De Volkskrant","9-3-2021","MP","media_BIJ1",2,1,2
"1323","De Volkskrant","9-3-2021","MP","media_FvD",0,0,2
"1324","De Volkskrant","9-3-2021","MP","media_GroenLinks",-1,-1,1
"1325","De Volkskrant","9-3-2021","MP","media_PvdA",-1,-1,1
"1326","De Volkskrant","9-3-2021","MP","media_SP",-1,-1,1
"1327","De Volkskrant","9-3-2021","MP","media_VVD",0,0,1
"1328","De Volkskrant","9-3-2021","SF","?realitySF?_BIJ1",1,1,1
"1329","NOS Journaal 20:00uur","1-3-2021","IP","party_SocZek",-1,-0.5,2
"1330","NOS Journaal 20:00uur","1-3-2021","IP","party_klimaatMilieu",2,0.5,4
"1331","NOS Journaal 20:00uur","1-3-2021","REA","?realityUD?_OenW",1,1,1
"1332","NOS Journaal 20:00uur","1-3-2021","REA","?realityUD?_begrotingssaldo",-1,-1,1
"1333","NOS Journaal 20:00uur","1-3-2021","REA","?realityUD?_belastHeffing",-1,-1,1
"1334","NOS Journaal 20:00uur","1-3-2021","REA","?realityUD?_geZorg",1,1,1
"1335","NOS Journaal 20:00uur","10-2-2021","IP","party_campagne",1,1,1
"1336","NOS Journaal 20:00uur","10-3-2021","IP","party_SocZek",-1,-1,1
"1337","NOS Journaal 20:00uur","10-3-2021","REA","?realityUD?_campagne",1,0.333333333333333,3
"1338","NOS Journaal 20:00uur","10-3-2021","SF","?realitySF?_GroenLinks",-0.25,-1,0.25
"1339","NOS Journaal 20:00uur","10-3-2021","SF","?realitySF?_PvdA",-0.25,-1,0.25
"1340","NOS Journaal 20:00uur","10-3-2021","SF","?realitySF?_PvdD",-0.25,-1,0.25
"1341","NOS Journaal 20:00uur","10-3-2021","SF","?realitySF?_SP",-0.25,-1,0.25
"1342","NOS Journaal 20:00uur","10-3-2021","SP","society_PvdA",-1,-0.333333333333333,3
"1343","NOS Journaal 20:00uur","11-2-2021","REA","?realityUD?_campagne",1,1,1
"1344","NOS Journaal 20:00uur","12-3-2021","IP","party_integratie",-2,-1,2
"1345","NOS Journaal 20:00uur","12-3-2021","REA","?realityUD?_campagne",0,0,2
"1346","NOS Journaal 20:00uur","12-3-2021","SF","?realitySF?_PVV",2,1,2
"1347","NOS Journaal 20:00uur","13-2-2021","MP","media_PVV",-2,-1,2
"1348","NOS Journaal 20:00uur","13-3-2021","IP","party_coronabestrijding",1,1,1
"1349","NOS Journaal 20:00uur","13-3-2021","REA","?realityUD?_campagne",-1,-0.5,2
"1350","NOS Journaal 20:00uur","13-3-2021","SF","?realitySF?_VVD",1,1,1
"1351","NOS Journaal 20:00uur","14-3-2021","REA","?realityUD?_campagne",1,1,1
"1352","NOS Journaal 20:00uur","15-3-2021","REA","?realityUD?_campagne",-1,-1,1
"1353","NOS Journaal 20:00uur","15-3-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"1354","NOS Journaal 20:00uur","16-3-2021","IP","party_campagne",0,0,2
"1355","NOS Journaal 20:00uur","16-3-2021","MP","media_SGP",1,1,1
"1356","NOS Journaal 20:00uur","16-3-2021","MP","media_Splinter",1,1,1
"1357","NOS Journaal 20:00uur","16-3-2021","REA","?realityUD?_campagne",-2,-0.333333333333333,6
"1358","NOS Journaal 20:00uur","16-3-2021","SF","?realitySF?_SGP",1,1,1
"1359","NOS Journaal 20:00uur","17-2-2021","IP","party_OenW",2,1,2
"1360","NOS Journaal 20:00uur","17-2-2021","IP","party_vrijheidsrechten",1,1,1
"1361","NOS Journaal 20:00uur","17-2-2021","REA","?realityUD?_OenW",1,1,1
"1362","NOS Journaal 20:00uur","17-2-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1363","NOS Journaal 20:00uur","17-2-2021","REA","?realityUD?_woning",-1,-0.5,2
"1364","NOS Journaal 20:00uur","17-2-2021","SP","society_D66",2,1,2
"1365","NOS Journaal 20:00uur","19-2-2021","IP","party_campagne",1,1,1
"1366","NOS Journaal 20:00uur","19-2-2021","MP","media_CDA",-3,-1,3
"1367","NOS Journaal 20:00uur","19-2-2021","REA","?realityUD?_campagne",0,0,1
"1368","NOS Journaal 20:00uur","19-2-2021","REA","?realityUD?_coronabestrijding",2,1,2
"1369","NOS Journaal 20:00uur","19-2-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"1370","NOS Journaal 20:00uur","2-3-2021","MP","media_PVV",-2,-1,2
"1371","NOS Journaal 20:00uur","2-3-2021","REA","?realityUD?_campagne",1,0.5,2
"1372","NOS Journaal 20:00uur","2-3-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"1373","NOS Journaal 20:00uur","20-2-2021","IP","party_OenW",2,0.666666666666667,3
"1374","NOS Journaal 20:00uur","20-2-2021","REA","?realityUD?_campagne",-1,-1,1
"1375","NOS Journaal 20:00uur","20-2-2021","SF","?realitySF?_DENK",1,1,1
"1376","NOS Journaal 20:00uur","20-2-2021","SF","?realitySF?_FvD",1,1,1
"1377","NOS Journaal 20:00uur","24-2-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1378","NOS Journaal 20:00uur","24-2-2021","REA","?realityUD?_coronaverspreiding",2,1,2
"1379","NOS Journaal 20:00uur","24-2-2021","SF","?realitySF?_D66",-1,-0.5,2
"1380","NOS Journaal 20:00uur","25-2-2021","SF","?realitySF?_VVD",2,1,2
"1381","NOS Journaal 20:00uur","25-2-2021","SP","society_CDA",1,1,1
"1382","NOS Journaal 20:00uur","25-2-2021","SP","society_DENK",1,1,1
"1383","NOS Journaal 20:00uur","25-2-2021","SP","society_GroenLinks",1,1,1
"1384","NOS Journaal 20:00uur","26-2-2021","MP","media_VVD",-1,-1,1
"1385","NOS Journaal 20:00uur","26-2-2021","REA","?realityUD?_campagne",0,0,1
"1386","NOS Journaal 20:00uur","26-2-2021","REA","?realityUD?_coronaverspreiding",1,1,1
"1387","NOS Journaal 20:00uur","26-2-2021","SF","?realitySF?_VVD",1,1,1
"1388","NOS Journaal 20:00uur","26-2-2021","SP","society_VVD",-1,-1,1
"1389","NOS Journaal 20:00uur","3-2-2021","IP","party_SocZek",-1,-1,1
"1390","NOS Journaal 20:00uur","3-2-2021","IP","party_coronabestrijding",1,1,1
"1391","NOS Journaal 20:00uur","3-2-2021","IP","party_vrijheidsrechten",-1,-1,1
"1392","NOS Journaal 20:00uur","3-2-2021","REA","?realityUD?_bestrijdingCrim",1,1,1
"1393","NOS Journaal 20:00uur","3-2-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"1394","NOS Journaal 20:00uur","3-2-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"1395","NOS Journaal 20:00uur","3-2-2021","SP","society_VVD",-2,-1,2
"1396","NOS Journaal 20:00uur","3-3-2021","IP","party_klimaatMilieu",7,1,7
"1397","NOS Journaal 20:00uur","5-3-2021","IP","party_SocZek",-2,-1,2
"1398","NOS Journaal 20:00uur","5-3-2021","IP","party_campagne",0,0,1
"1399","NOS Journaal 20:00uur","5-3-2021","IP","party_coronabestrijding",1,1,1
"1400","NOS Journaal 20:00uur","5-3-2021","REA","?realityUD?_SocZek",-1,-0.333333333333333,3
"1401","NOS Journaal 20:00uur","5-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1402","NOS Journaal 20:00uur","5-3-2021","SP","society_CDA",-1,-1,1
"1403","NOS Journaal 20:00uur","5-3-2021","SP","society_VVD",-1,-1,1
"1404","NOS Journaal 20:00uur","7-3-2021","IP","party_normenWaarden",-1,-1,1
"1405","NOS Journaal 20:00uur","7-3-2021","IP","party_vrijheidsrechten",1,1,1
"1406","NOS Journaal 20:00uur","7-3-2021","SF","?realitySF?_D66",-1,-1,1
"1407","NOS Journaal 20:00uur","8-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1408","NOS Journaal 20:00uur","8-3-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"1409","NOS Journaal 20:00uur","9-2-2021","IP","party_normenWaarden",-1,-1,1
"1410","NOS Journaal 20:00uur","9-2-2021","MP","media_FvD",-1,-0.333333333333333,3
"1411","NOS Journaal 20:00uur","9-3-2021","REA","?realityUD?_klimaatMilieu",-1,-1,1
"1412","NOS liveblog","1-3-2021","IP","party_OenW",0,0,2
"1413","NOS liveblog","1-3-2021","IP","party_belastHeffing",-1,-1,1
"1414","NOS liveblog","1-3-2021","IP","party_campagne",-3,-0.6,5
"1415","NOS liveblog","1-3-2021","IP","party_coronabestrijding",1,1,1
"1416","NOS liveblog","1-3-2021","IP","party_klimaatMilieu",-1,-0.111111111111111,9
"1417","NOS liveblog","1-3-2021","IP","party_vrijheidsrechten",-1,-1,1
"1418","NOS liveblog","1-3-2021","REA","?realityUD?_coronabestrijding",-1,-1,1
"1419","NOS liveblog","1-3-2021","REA","?realityUD?_coronaverspreiding",-1,-1,1
"1420","NOS liveblog","1-3-2021","REA","?realityUD?_klimaatMilieu",0,0,2
"1421","NOS liveblog","1-3-2021","SF","?realitySF?_D66",1,1,1
"1422","NOS liveblog","1-3-2021","SF","?realitySF?_GroenLinks",1,1,1
"1423","NOS liveblog","10-3-2021","IP","party_SocZek",2,0.25,8
"1424","NOS liveblog","10-3-2021","IP","party_campagne",0,0,1
"1425","NOS liveblog","10-3-2021","IP","party_geZorg",0,0,2
"1426","NOS liveblog","10-3-2021","IP","party_ondernemingsklimaat",1,1,1
"1427","NOS liveblog","10-3-2021","IP","party_vrijheidsrechten",1,1,1
"1428","NOS liveblog","10-3-2021","IP","party_woning",0,0,1
"1429","NOS liveblog","10-3-2021","MP","media_VVD",-1,-1,1
"1430","NOS liveblog","10-3-2021","REA","?realityUD?_SocZek",-1,-1,1
"1431","NOS liveblog","10-3-2021","REA","?realityUD?_campagne",0,0,2
"1432","NOS liveblog","10-3-2021","REA","?realityUD?_ondernemingsklimaat",-1,-1,1
"1433","NOS liveblog","10-3-2021","SF","?realitySF?_50Plus",1,1,1
"1434","NOS liveblog","10-3-2021","SF","?realitySF?_CDA",0,0,3
"1435","NOS liveblog","10-3-2021","SF","?realitySF?_PvdA",0,0,1
"1436","NOS liveblog","10-3-2021","SF","?realitySF?_VVD",-1,-0.5,2
"1437","NOS liveblog","10-3-2021","SP","society_CDA",-1,-1,1
"1438","NOS liveblog","11-3-2021","CP","politics_FvD",-2,-0.666666666666667,3
"1439","NOS liveblog","11-3-2021","IP","party_coronabestrijding",-1,-1,1
"1440","NOS liveblog","11-3-2021","IP","party_geZorg",-4,-1,4
"1441","NOS liveblog","11-3-2021","IP","party_klimaatMilieu",-1,-0.2,5
"1442","NOS liveblog","11-3-2021","IP","party_normenWaarden",-1,-0.333333333333333,3
"1443","NOS liveblog","11-3-2021","IP","party_vrijheidsrechten",1,1,1
"1444","NOS liveblog","11-3-2021","MP","media_CDA",0,0,2
"1445","NOS liveblog","11-3-2021","REA","?realityUD?_campagne",0,0,1
"1446","NOS liveblog","11-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1447","NOS liveblog","11-3-2021","REA","?realityUD?_geZorg",1,1,1
"1448","NOS liveblog","11-3-2021","REA","?realityUD?_klimaatMilieu",1,1,1
"1449","NOS liveblog","11-3-2021","SF","?realitySF?_FvD",2,0.4,5
"1450","NOS liveblog","11-3-2021","SF","?realitySF?_PVV",-1,-1,1
"1451","NOS liveblog","11-3-2021","SF","?realitySF?_SP",1,0.5,2
"1452","NOS liveblog","11-3-2021","SF","?realitySF?_VVD",-1,-1,1
"1453","NOS liveblog","11-3-2021","SP","society_FvD",0,0,1
"1454","NOS liveblog","12-3-2021","IP","party_SocZek",2,1,2
"1455","NOS liveblog","12-3-2021","IP","party_belastHeffing",1,1,1
"1456","NOS liveblog","12-3-2021","IP","party_campagne",-1,-1,1
"1457","NOS liveblog","12-3-2021","IP","party_klimaatMilieu",1,1,1
"1458","NOS liveblog","12-3-2021","IP","party_ondernemingsklimaat",-1,-1,1
"1459","NOS liveblog","12-3-2021","IP","party_vrijheidsrechten",-1,-1,1
"1460","NOS liveblog","12-3-2021","REA","?realityUD?_belastHeffing",-1,-1,1
"1461","NOS liveblog","12-3-2021","REA","?realityUD?_vrijheidsrechten",-1,-1,1
"1462","NOS liveblog","12-3-2021","SF","?realitySF?_VVD",0,0,2
"1463","NOS liveblog","12-3-2021","SP","society_SP",-1,-1,1
"1464","NOS liveblog","12-3-2021","SP","society_VVD",-1,-1,1
"1465","NOS liveblog","13-3-2021","CP","politics_PVV",-1,-1,1
"1466","NOS liveblog","13-3-2021","CP","politics_VVD",-1,-1,1
"1467","NOS liveblog","13-3-2021","IP","party_OenW",1,1,1
"1468","NOS liveblog","13-3-2021","IP","party_campagne",-3,-0.428571428571429,7
"1469","NOS liveblog","13-3-2021","IP","party_coronabestrijding",0,0,2
"1470","NOS liveblog","13-3-2021","IP","party_ondernemingsklimaat",-1,-0.333333333333333,3
"1471","NOS liveblog","13-3-2021","IP","party_vrijheidsrechten",9,1,9
"1472","NOS liveblog","13-3-2021","MP","media_FvD",0,0,2
"1473","NOS liveblog","13-3-2021","MP","media_VVD",-1,-1,1
"1474","NOS liveblog","13-3-2021","REA","?realityUD?_OenW",-1,-1,1
"1475","NOS liveblog","13-3-2021","REA","?realityUD?_campagne",-1,-1,1
"1476","NOS liveblog","13-3-2021","REA","?realityUD?_coronabestrijding",1,1,1
"1477","NOS liveblog","13-3-2021","REA","?realityUD?_ondernemingsklimaat",1,1,1
"1478","NOS liveblog","13-3-2021","REA","?realityUD?_vrijheidsrechten",1,1,1
"1479","NOS liveblog","13-3-2021","SF","?realitySF?_CDA",-1,-0.5,2
"1480","NOS liveblog","13-3-2021","SF","?realitySF?_D66",1,0.5,2
"1481","NOS liveblog","13-3-2021","SF","?realitySF?_GroenLinks",0,0,1
"1482","NOS liveblog","13-3-2021","SF","?realitySF?_JA21",1,1,1
"1483","NOS liveblog","13-3-2021","SF","?realitySF?_PVV",-1,-0.5,2
"1484","NOS liveblog","13-3-2021","SF","?realitySF?_PvdA",0,0,1
"1485","NOS liveblog","13-3-2021","SF","?realitySF?_SP",0,0,1
"1486","NOS liveblog","13-3-2021","SF","?realitySF?_VVD",1,0.5,2
"1487","NOS liveblog","13-3-2021","SP","society_FvD",-1,-1,1
"1488","NOS liveblog","13-3-2021","SP","society_PVV",1,1,1
"1489","NOS liveblog","14-3-2021","IP","party_klimaatMilieu",21,0.777777777777778,27
"1490","NOS liveblog","14-3-2021","MP","media_DENK",-6,-1,6
"1491","NOS liveblog","14-3-2021","MP","media_PVV",-6,-1,6
"1492","NOS liveblog","14-3-2021","REA","?realityUD?_campagne",0,0,3
"1493","NOS liveblog","14-3-2021","REA","?realityUD?_klimaatMilieu",0,0,3
"1494","NOS liveblog","14-3-2021","SF","?realitySF?_CDA",0,0,3
"1495","NOS liveblog","14-3-2021","SF","?realitySF?_D66",0,0,3
"1496","NOS liveblog","14-3-2021","SF","?realitySF?_FvD",6,1,6
"1497","NOS liveblog","14-3-2021","SF","?realitySF?_GroenLinks",0,0,6
"1498","NOS liveblog","14-3-2021","SF","?realitySF?_PVV",0,0,3
"1499","NOS liveblog","14-3-2021","SF","?realitySF?_SP",0,0,3
"1500","NOS liveblog","14-3-2021","SF","?realitySF?_VVD",0,0,3
"1501","NOS liveblog","15-3-2021","IP","party_campagne",5,0.714285714285714,7
"1502","NOS liveblog","15-3-2021","IP","party_infrastructuur",-2,-1,2
"1503","NOS liveblog","15-3-2021","IP","party_klimaatMilieu",4,1,4
"1504","NOS liveblog","15-3-2021","IP","party_normenWaarden",2,1,2
"1505","NOS liveblog","15-3-2021","REA","?realityUD?_campagne",0,0,4
"1506","NOS liveblog","15-3-2021","REA","?realityUD?_economie",0,0,2
"1507","NOS liveblog","15-3-2021","REA","?realityUD?_integratie",2,0.5,4
"1508","NOS liveblog","15-3-2021","REA","?realityUD?_klimaatMilieu",2,1,2
"1509","NOS liveblog","15-3-2021","SF","?realitySF?_CU",0,0,2
"1510","NOS liveblog","15-3-2021","SF","?realitySF?_JA21",0,0,2
"1511","NOS liveblog","15-3-2021","SF","?realitySF?_PvdD",0,0,2
"1512","NOS liveblog","15-3-2021","SF","?realitySF?_SGP",0,0,2
"1513","NOS liveblog","15-3-2021","SF","?realitySF?_SP",0,0,2
"1514","NOS liveblog","15-3-2021","SF","?realitySF?_VOLT",0,0,2
"1515","NOS liveblog","15-3-2021","SF","?realitySF?_VVD",-2,-0.333333333333333,6
"1516","NOS liveblog","15-3-2021","SP","society_CDA",-2,-1,2
"1517","NOS liveblog","15-3-2021","SP","society_D66",4,1,4
"1518","NOS liveblog","15-3-2021","SP","society_FvD",0.5,1,0.5
"1519","NOS liveblog","15-3-2021","SP","society_GroenLinks",2.5,1,2.5
"1520","NOS liveblog","15-3-2021","SP","society_JA21",0.5,1,0.5
"1521","NOS liveblog","15-3-2021","SP","society_PVV",2.5,1,2.5
"1522","NOS liveblog","15-3-2021","SP","society_PvdA",0.5,1,0.5
"1523","NOS liveblog","15-3-2021","SP","society_PvdD",2.5,1,2.5
"1524","NOS liveblog","15-3-2021","SP","society_SP",0.5,1,0.5
"1525","NOS liveblog","15-3-2021","SP","society_VVD",-1.5,0,2.5
"1526","NOS liveblog","16-3-2021","IP","party_EuropeseUnie",2,0.5,4
"1527","NOS liveblog","16-3-2021","IP","party_SocZek",-2,-1,2
"1528","NOS liveblog","16-3-2021","IP","party_belastHeffing",1,1,1
